complexity,loss,equation,score,sympy_format,lambda_format,restored_equation
14,148.65271,(x10 * ((x0 * 7.912504) + (7.198255 - (0.0074632126 / square(x0))))) * x4,0.0389127177076863,x10*x4*(x0*7.912504 + 7.198255 - 0.0074632126/(x0**2)),PySRFunction(X=>x10*x4*(x0*7.912504 + 7.198255 - 0.0074632126/(x0**2))),((inv(C_eth - 15.084822) / C_pol - -2.4267037) * (((C_pg * C_eth * -5.6564804e-5 * C_eth) * 7.912504) + (7.198255 - (0.0074632126 / square((C_pg * C_eth * -5.6564804e-5 * C_eth)))))) * (t - sqrt(t))
16,146.62395,(x10 * (((x0 * 7.8954406) + (7.1444297 - (0.0074378 / square(x0)))) * x4)) - -2.037924,0.0068708170993033,x10*x4*(x0*7.8954406 + 7.1444297 - 0.0074378/(x0**2)) - 1*(-2.037924),PySRFunction(X=>x10*x4*(x0*7.8954406 + 7.1444297 - 0.0074378/(x0**2)) - 1*(-2.037924)),((inv(C_eth - 15.084822) / C_pol - -2.4267037) * ((((C_pg * C_eth * -5.6564804e-5 * C_eth) * 7.8954406) + (7.1444297 - (0.0074378 / square((C_pg * C_eth * -5.6564804e-5 * C_eth))))) * (t - sqrt(t)))) - -2.037924
17,142.52632,(x4 * ((((log(x24) * x0) + 2.8881414) - (0.00299249 / square(x0))) / 0.4004705)) * x10,0.0283444614148567,x10*x4*(2.49706282984639*x0*log(x24) + 7.21187053728052 - 0.00747243554768703/x0**2),PySRFunction(X=>x10*x4*(2.49706282984639*x0*log(x24) + 7.21187053728052 - 0.00747243554768703/x0**2)),((t - sqrt(t)) * ((((log((C_pol)) * (C_pg * C_eth * -5.6564804e-5 * C_eth)) + 2.8881414) - (0.00299249 / square((C_pg * C_eth * -5.6564804e-5 * C_eth)))) / 0.4004705)) * (inv(C_eth - 15.084822) / C_pol - -2.4267037)
18,142.52629,(((log(square(x24)) * x0) + (5.7744365 - (0.005988368 / square(x0)))) * (x10 * x4)) / 0.8005576,2.1048746063144083e-07,1.24912935683828*x10*x4*(x0*log(x24**2) + 5.7744365 - 0.005988368/x0**2),PySRFunction(X=>1.24912935683828*x10*x4*(x0*log(x24**2) + 5.7744365 - 0.005988368/x0**2)),(((log(square((C_pol))) * (C_pg * C_eth * -5.6564804e-5 * C_eth)) + (5.7744365 - (0.005988368 / square((C_pg * C_eth * -5.6564804e-5 * C_eth))))) * ((inv(C_eth - 15.084822) / C_pol - -2.4267037) * (t - sqrt(t)))) / 0.8005576
19,140.51527,((x10 * (x4 * ((log(x24) * x0) + (2.8729963 - (0.0029897802 / square(x0)))))) / 0.40130538) + 2.017839,0.014210307778139,2.49186791365718*x10*x4*(x0*log(x24) + 2.8729963 - 0.0029897802/x0**2) + 2.017839,PySRFunction(X=>2.49186791365718*x10*x4*(x0*log(x24) + 2.8729963 - 0.0029897802/x0**2) + 2.017839),(((inv(C_eth - 15.084822) / C_pol - -2.4267037) * ((t - sqrt(t)) * ((log((C_pol)) * (C_pg * C_eth * -5.6564804e-5 * C_eth)) + (2.8729963 - (0.0029897802 / square((C_pg * C_eth * -5.6564804e-5 * C_eth))))))) / 0.40130538) + 2.017839
20,140.3556,exp(x7) + ((x10 * x4) * ((((log(x24) * x0) + 2.8851354) - (0.00299063 / square(x0))) / 0.4018862)),0.0011369638809482,x10*x4*(2.48826657894698*x0*log(x24) + 7.17898599155681 - 0.00744148467899619/x0**2) + exp(x7),PySRFunction(X=>x10*x4*(2.48826657894698*x0*log(x24) + 7.17898599155681 - 0.00744148467899619/x0**2) + exp(x7)),exp((1/t)) + (((inv(C_eth - 15.084822) / C_pol - -2.4267037) * (t - sqrt(t))) * ((((log((C_pol)) * (C_pg * C_eth * -5.6564804e-5 * C_eth)) + 2.8851354) - (0.00299063 / square((C_pg * C_eth * -5.6564804e-5 * C_eth)))) / 0.4018862))
21,140.26454,((x7 + (x4 * ((((log(x24) * x0) - (0.0029913767 / square(x0))) + 2.8813734) / 0.40129527))) * x10) - -1.0042578,0.0006489912177801,x10*(x4*(2.49193069233036*x0*log(x24) + 7.18018281152429 - 0.00745430341105192/x0**2) + x7) + 1.0042578,PySRFunction(X=>x10*(x4*(2.49193069233036*x0*log(x24) + 7.18018281152429 - 0.00745430341105192/x0**2) + x7) + 1.0042578),(((1/t) + ((t - sqrt(t)) * ((((log((C_pol)) * (C_pg * C_eth * -5.6564804e-5 * C_eth)) - (0.0029913767 / square((C_pg * C_eth * -5.6564804e-5 * C_eth)))) + 2.8813734) / 0.40129527))) * (inv(C_eth - 15.084822) / C_pol - -2.4267037)) - -1.0042578
22,139.28369,(x10 * ((x4 * ((2.8707044 - (0.019193942 / (square(x0) * log(x23)))) + (x0 * log(x24)))) / 0.4020029)) + 2.7257342,0.0070174225399034,2.48754424408381*x10*x4*(x0*log(x24) + 2.8707044 - 0.019193942/(x0**2*log(x23))) + 2.7257342,PySRFunction(X=>2.48754424408381*x10*x4*(x0*log(x24) + 2.8707044 - 0.019193942/(x0**2*log(x23))) + 2.7257342),((inv(C_eth - 15.084822) / C_pol - -2.4267037) * (((t - sqrt(t)) * ((2.8707044 - (0.019193942 / (square((C_pg * C_eth * -5.6564804e-5 * C_eth)) * log((C_pg * t))))) + ((C_pg * C_eth * -5.6564804e-5 * C_eth) * log((C_pol))))) / 0.4020029)) + 2.7257342
23,139.07434,log(x13) + ((x4 * (x10 * ((x0 * log(x24)) + (2.8641505 - (0.01909324 / (square(x0) * log(x23))))))) / 0.4008873),0.0015041781943355,2.49446664935507*x10*x4*(x0*log(x24) + 2.8641505 - 0.01909324/(x0**2*log(x23))) + log(x13),PySRFunction(X=>2.49446664935507*x10*x4*(x0*log(x24) + 2.8641505 - 0.01909324/(x0**2*log(x23))) + log(x13)),log((C_pg)) + (((t - sqrt(t)) * ((inv(C_eth - 15.084822) / C_pol - -2.4267037) * (((C_pg * C_eth * -5.6564804e-5 * C_eth) * log((C_pol))) + (2.8641505 - (0.01909324 / (square((C_pg * C_eth * -5.6564804e-5 * C_eth)) * log((C_pg * t)))))))) / 0.4008873)
25,139.04144,(((2.8641505 - (0.01909324 / (log(x23) * square(x0)))) + (log(x24) * x0)) * ((x4 * (x10 / 0.4008873)) + x21)) + log(x13),0.000118296056964,(2.49446664935507*x10*x4 + x21)*(x0*log(x24) + 2.8641505 - 0.01909324/(x0**2*log(x23))) + log(x13),PySRFunction(X=>(2.49446664935507*x10*x4 + x21)*(x0*log(x24) + 2.8641505 - 0.01909324/(x0**2*log(x23))) + log(x13)),(((2.8641505 - (0.01909324 / (log((C_pg * t)) * square((C_pg * C_eth * -5.6564804e-5 * C_eth))))) + (log((C_pol)) * (C_pg * C_eth * -5.6564804e-5 * C_eth))) * (((t - sqrt(t)) * ((inv(C_eth - 15.084822) / C_pol - -2.4267037) / 0.4008873)) + (exp(-t)))) + log((C_pg))
