complexity,loss,equation,score,sympy_format,lambda_format,restored_equation
15,323.6009,((x2 - (x11 * (5.4171196e-5 / (x9 + -0.99058926)))) / 0.084567055) - (x0 * x8),0.1052711917686527,-x0*x8 + (-5.4171196e-5*x11/(x9 - 0.99058926) + x2)/0.084567055,PySRFunction(X=>-x0*x8 + (-5.4171196e-5*x11/(x9 - 0.99058926) + x2)/0.084567055),(((t) - ((C_pg * t) * (5.4171196e-5 / ((C_pg / C_eth) + -0.99058926)))) / 0.084567055) - ((C_eth) * (log(t)))
16,318.68878,(x13 - (inv(x9 + -0.9900522) * 0.0017234207)) * ((x2 / 0.08452806) - (x0 * x8)),0.0152959511107143,(x13 - 0.0017234207/(x9 - 0.9900522))*(-x0*x8 + x2/0.08452806),PySRFunction(X=>(x13 - 0.0017234207/(x9 - 0.9900522))*(-x0*x8 + x2/0.08452806)),((1-exp(-t)) - (inv((C_pg / C_eth) + -0.9900522) * 0.0017234207)) * (((t) / 0.08452806) - ((C_eth) * (log(t))))
17,315.08228,(x13 - (inv(square(x9) + -0.99002635) * 0.0017713131)) * ((x2 / 0.084574364) - (x8 * x0)),0.0113812042147264,(x13 - 0.0017713131/(x9**2 - 0.99002635))*(-x0*x8 + x2/0.084574364),PySRFunction(X=>(x13 - 0.0017713131/(x9**2 - 0.99002635))*(-x0*x8 + x2/0.084574364)),((1-exp(-t)) - (inv(square((C_pg / C_eth)) + -0.99002635) * 0.0017713131)) * (((t) / 0.084574364) - ((log(t)) * (C_eth)))
18,313.46005,(x13 - (inv(square(square(x9)) + -0.9900522) * 0.0017754972)) * ((x2 / 0.0845707) - (x8 * x0)),0.0051618913305057,(x13 - 0.0017754972/(x9**4 - 0.9900522))*(-x0*x8 + x2/0.0845707),PySRFunction(X=>(x13 - 0.0017754972/(x9**4 - 0.9900522))*(-x0*x8 + x2/0.0845707)),((1-exp(-t)) - (inv(square(square((C_pg / C_eth))) + -0.9900522) * 0.0017754972)) * (((t) / 0.0845707) - ((log(t)) * (C_eth)))
19,311.80875,(square(x13) - (inv(square(square(x9)) + -0.99010533) * 0.0017572012)) * ((x2 / 0.08466179) - (x0 * x8)),0.0052819006451652,(x13**2 - 0.0017572012/(x9**4 - 0.99010533))*(-x0*x8 + x2/0.08466179),PySRFunction(X=>(x13**2 - 0.0017572012/(x9**4 - 0.99010533))*(-x0*x8 + x2/0.08466179)),(square((1-exp(-t))) - (inv(square(square((C_pg / C_eth))) + -0.99010533) * 0.0017572012)) * (((t) / 0.08466179) - ((C_eth) * (log(t))))
20,304.10025,((x2 - ((x11 * inv(square(square(square(inv(x9))) + -2.0707617) + -0.91991335)) * 0.0016009042)) / 0.093234755) - x0,0.0250326023097543,-x0 + (-0.0016009042*x11/((-2.0707617 + x9**(-4))**2 - 0.91991335) + x2)/0.093234755,PySRFunction(X=>-x0 + (-0.0016009042*x11/((-2.0707617 + x9**(-4))**2 - 0.91991335) + x2)/0.093234755),(((t) - (((C_pg * t) * inv(square(square(square(inv((C_pg / C_eth)))) + -2.0707617) + -0.91991335)) * 0.0016009042)) / 0.093234755) - (C_eth)
21,297.7665,((x2 - ((x11 * inv(square(square(inv(square(square(x9))) + -2.0723653)) + -0.92314005)) * 0.0027441238)) / 0.09405389) - x0,0.0210477944638257,-x0 + (-0.0027441238*x11/((-2.0723653 + x9**(-4))**4 - 0.92314005) + x2)/0.09405389,PySRFunction(X=>-x0 + (-0.0027441238*x11/((-2.0723653 + x9**(-4))**4 - 0.92314005) + x2)/0.09405389),(((t) - (((C_pg * t) * inv(square(square(inv(square(square((C_pg / C_eth)))) + -2.0723653)) + -0.92314005)) * 0.0027441238)) / 0.09405389) - (C_eth)
22,182.17044,((x2 - (0.0014774041 * (inv(square(square(square(square(x9)) + -2.0792122) + -2.1280754) + -0.74598956) * x11))) / 0.09126577) - x0,0.4913668899509851,-x0 + (-0.0014774041*x11/(((x9**4 - 2.0792122)**2 - 2.1280754)**2 - 0.74598956) + x2)/0.09126577,PySRFunction(X=>-x0 + (-0.0014774041*x11/(((x9**4 - 2.0792122)**2 - 2.1280754)**2 - 0.74598956) + x2)/0.09126577),(((t) - (0.0014774041 * (inv(square(square(square(square((C_pg / C_eth))) + -2.0792122) + -2.1280754) + -0.74598956) * (C_pg * t)))) / 0.09126577) - (C_eth)
23,182.17041,((exp(x8) - (0.0014774041 * (inv(-0.74598956 + square(-2.1280754 + square(square(square(x9)) + -2.0792122))) * x11))) / 0.09126577) - x0,1.6468095744146478e-07,-x0 + (-0.0014774041*x11/(((x9**4 - 2.0792122)**2 - 2.1280754)**2 - 0.74598956) + exp(x8))/0.09126577,PySRFunction(X=>-x0 + (-0.0014774041*x11/(((x9**4 - 2.0792122)**2 - 2.1280754)**2 - 0.74598956) + exp(x8))/0.09126577),((exp((log(t))) - (0.0014774041 * (inv(-0.74598956 + square(-2.1280754 + square(square(square((C_pg / C_eth))) + -2.0792122))) * (C_pg * t)))) / 0.09126577) - (C_eth)
24,173.29497,((x2 - ((inv(square(square(square(square(x9)) + -2.079213) + -2.1280754) + -0.7459896) * x11) * 0.0014817588)) / 0.09127003) - (x0 * x13),0.0499473961973383,-x0*x13 + (-0.0014817588*x11/(((x9**4 - 2.079213)**2 - 2.1280754)**2 - 0.7459896) + x2)/0.09127003,PySRFunction(X=>-x0*x13 + (-0.0014817588*x11/(((x9**4 - 2.079213)**2 - 2.1280754)**2 - 0.7459896) + x2)/0.09127003),(((t) - ((inv(square(square(square(square((C_pg / C_eth))) + -2.079213) + -2.1280754) + -0.7459896) * (C_pg * t)) * 0.0014817588)) / 0.09127003) - ((C_eth) * (1-exp(-t)))
25,164.54417,(exp(x8) - (inv(square(square(square(square(x9)) + -2.0769207) + -2.1251006) + -0.7251163) * (x11 * 0.0018583792))) / (0.08722385 - (-3.02441 / x5)),0.0518161266866737,(-0.0018583792*x11/(((x9**4 - 2.0769207)**2 - 2.1251006)**2 - 0.7251163) + exp(x8))/(0.08722385 - (-1)*3.02441/x5),PySRFunction(X=>(-0.0018583792*x11/(((x9**4 - 2.0769207)**2 - 2.1251006)**2 - 0.7251163) + exp(x8))/(0.08722385 - (-1)*3.02441/x5)),(exp((log(t))) - (inv(square(square(square(square((C_pg / C_eth))) + -2.0769207) + -2.1251006) + -0.7251163) * ((C_pg * t) * 0.0018583792))) / (0.08722385 - (-3.02441 / (C_eth * t)))
27,164.27873,((exp(x8) - (inv(square(square(square(square(x9)) + -2.0766048) + -2.1256485) + -0.7321612) * (x11 * 0.0017900842))) / (0.08720487 - (-2.9185286 / x5))) - x13,0.0008072432231978,-x13 + (-0.0017900842*x11/(((x9**4 - 2.0766048)**2 - 2.1256485)**2 - 0.7321612) + exp(x8))/(0.08720487 - (-1)*2.9185286/x5),PySRFunction(X=>-x13 + (-0.0017900842*x11/(((x9**4 - 2.0766048)**2 - 2.1256485)**2 - 0.7321612) + exp(x8))/(0.08720487 - (-1)*2.9185286/x5)),((exp((log(t))) - (inv(square(square(square(square((C_pg / C_eth))) + -2.0766048) + -2.1256485) + -0.7321612) * ((C_pg * t) * 0.0017900842))) / (0.08720487 - (-2.9185286 / (C_eth * t)))) - (1-exp(-t))
28,162.83894,(((x2 - (x11 * (inv(square(square(square(square(x9)) + -2.0796351) + -2.1281996) + -0.7567043) * 0.0013172595))) / 0.08692211) - (x1 * (x0 * 0.19658041))) - 7.696648,0.0088029441983434,-0.19658041*x0*x1 + (-0.0013172595*x11/(((x9**4 - 2.0796351)**2 - 2.1281996)**2 - 0.7567043) + x2)/0.08692211 - 1*7.696648,PySRFunction(X=>-0.19658041*x0*x1 + (-0.0013172595*x11/(((x9**4 - 2.0796351)**2 - 2.1281996)**2 - 0.7567043) + x2)/0.08692211 - 1*7.696648),((((t) - ((C_pg * t) * (inv(square(square(square(square((C_pg / C_eth))) + -2.0796351) + -2.1281996) + -0.7567043) * 0.0013172595))) / 0.08692211) - ((log(t) * 2.233255) * ((C_eth) * 0.19658041))) - 7.696648
30,162.79672,((((x2 - (x11 * (inv(square(square(square(square(x9)) + -2.079635) + -2.1281996) + -0.7567042) * 0.0013085026))) / 0.0869185) - ((x1 * 0.19658037) * x0)) - 8.034629) / 0.99919087,0.0001296541055625,(-0.19658037*x0*x1 + (-0.0013085026*x11/(((x9**4 - 2.079635)**2 - 2.1281996)**2 - 0.7567042) + x2)/0.0869185 - 1*8.034629)/0.99919087,PySRFunction(X=>(-0.19658037*x0*x1 + (-0.0013085026*x11/(((x9**4 - 2.079635)**2 - 2.1281996)**2 - 0.7567042) + x2)/0.0869185 - 1*8.034629)/0.99919087),(((((t) - ((C_pg * t) * (inv(square(square(square(square((C_pg / C_eth))) + -2.079635) + -2.1281996) + -0.7567042) * 0.0013085026))) / 0.0869185) - (((log(t) * 2.233255) * 0.19658037) * (C_eth))) - 8.034629) / 0.99919087
