complexity,loss,equation,score,sympy_format,lambda_format
15,290.92654,x18 * ((-0.028518716 / (1.0140986 - square(square(x9)))) + ((x7 * -0.011471583) + 14.865213)),0.003125180038323346,x18*(x7*(-0.011471583) + 14.865213 - 0.028518716/(1.0140986 - x9**4)),PySRFunction(X=>x18*(x7*(-0.011471583) + 14.865213 - 0.028518716/(1.0140986 - x9**4)))
16,275.5759,x18 * (((x0 * x7) * -0.0004986044) + ((-0.015081306 / (1.0078485 - square(x9))) + 14.015107)),0.05420770569802231,x18*(x0*x7*(-0.0004986044) + 14.015107 - 0.015081306/(1.0078485 - x9**2)),PySRFunction(X=>x18*(x0*x7*(-0.0004986044) + 14.015107 - 0.015081306/(1.0078485 - x9**2)))
17,274.9734,x18 * (((-0.0245295 / (1.0123291 - square(square(x9)))) + (x7 * (x0 * -0.0004955696))) + 14.037109),0.0021887240271620057,x18*(x7*x0*(-0.0004955696) + 14.037109 - 0.0245295/(1.0123291 - x9**4)),PySRFunction(X=>x18*(x7*x0*(-0.0004955696) + 14.037109 - 0.0245295/(1.0123291 - x9**4)))
18,272.8013,(x18 * ((x0 * (x7 * -0.00048596677)) + ((-0.012602813 / (1.0063657 - square(x9))) + 13.855166))) + 2.3473983,0.007930674361612709,x18*(x0*x7*(-0.00048596677) + 13.855166 - 0.012602813/(1.0063657 - x9**2)) + 2.3473983,PySRFunction(X=>x18*(x0*x7*(-0.00048596677) + 13.855166 - 0.012602813/(1.0063657 - x9**2)) + 2.3473983)
19,234.94513,((0.08235062 / (1.2988392 - x9)) + ((16.045744 + (0.042277064 / (0.98319817 - x9))) + (x0 * -0.23049879))) * x18,0.14939169383427506,x18*(x0*(-0.23049879) + 16.045744 + 0.08235062/(1.2988392 - x9) + 0.042277064/(0.98319817 - x9)),PySRFunction(X=>x18*(x0*(-0.23049879) + 16.045744 + 0.08235062/(1.2988392 - x9) + 0.042277064/(0.98319817 - x9)))
20,223.33943,((((0.04227705 / (0.98319817 - square(x9))) + 16.045744) + (0.08278312 / (1.2988392 - x9))) + (x0 * -0.23049879)) * x18,0.05065927566780482,x18*(x0*(-0.23049879) + 16.045744 + 0.08278312/(1.2988392 - x9) + 0.04227705/(0.98319817 - x9**2)),PySRFunction(X=>x18*(x0*(-0.23049879) + 16.045744 + 0.08278312/(1.2988392 - x9) + 0.04227705/(0.98319817 - x9**2)))
21,217.78018,x18 * ((0.071314186 / (1.3048352 - x9)) + (((0.055629563 / (0.97924256 - square(square(x9)))) + (x0 * -0.23973683)) + 16.23929)),0.025206516412015524,x18*(x0*(-0.23973683) + 16.23929 + 0.071314186/(1.3048352 - x9) + 0.055629563/(0.97924256 - x9**4)),PySRFunction(X=>x18*(x0*(-0.23973683) + 16.23929 + 0.071314186/(1.3048352 - x9) + 0.055629563/(0.97924256 - x9**4)))
22,215.50934,x18 * (((0.055629563 / (0.97924256 - square(square(square(x9))))) + ((x0 * -0.23973683) + 16.23929)) + (0.071314186 / (1.3048352 - x9))),0.010481955767860726,x18*(x0*(-0.23973683) + 16.23929 + 0.071314186/(1.3048352 - x9) + 0.055629563/(0.97924256 - x9**8)),PySRFunction(X=>x18*(x0*(-0.23973683) + 16.23929 + 0.071314186/(1.3048352 - x9) + 0.055629563/(0.97924256 - x9**8)))
23,212.06973,x18 * ((0.06121695 / (0.97749484 - square(square(x9)))) + (((x10 * 0.0033044468) / (1.3011041 - x9)) + ((x0 * -0.23235156) + 16.100397))),0.016089113986250323,x18*(x0*(-0.23235156) + x10*0.0033044468/(1.3011041 - x9) + 16.100397 + 0.06121695/(0.97749484 - x9**4)),PySRFunction(X=>x18*(x0*(-0.23235156) + x10*0.0033044468/(1.3011041 - x9) + 16.100397 + 0.06121695/(0.97749484 - x9**4)))
24,209.1688,x18 * (((x10 * 0.0033043867) / (1.3011042 - x9)) + (((0.061217044 / (0.97749573 - square(square(square(x9))))) + (x0 * -0.23235163)) + 16.100397)),0.01377355419663574,x18*(x0*(-0.23235163) + x10*0.0033043867/(1.3011042 - x9) + 16.100397 + 0.061217044/(0.97749573 - x9**8)),PySRFunction(X=>x18*(x0*(-0.23235163) + x10*0.0033043867/(1.3011042 - x9) + 16.100397 + 0.061217044/(0.97749573 - x9**8)))
25,205.70589,(((x0 * -0.2447311) + (((x10 * 0.0027951822) / (1.3073072 - x9)) + ((-1.4232453e-6 / square(square(0.9730622 - x9))) + 16.18603))) * x18) + 2.402406,0.016694151307124656,x18*(x0*(-0.2447311) + x10*0.0027951822/(1.3073072 - x9) + 16.18603 - 1.4232453e-6/(0.9730622 - x9)**4) + 2.402406,PySRFunction(X=>x18*(x0*(-0.2447311) + x10*0.0027951822/(1.3073072 - x9) + 16.18603 - 1.4232453e-6/(0.9730622 - x9)**4) + 2.402406)
26,204.4933,(((x0 * -0.2447311) + (((0.0027951822 / (1.3073072 - x9)) * x10) + ((-1.4348454e-6 / square(square(0.9730622 - square(x9)))) + 16.18603))) * x18) + 2.402406,0.005912218071923115,x18*(x0*(-0.2447311) + 0.0027951822*x10/(1.3073072 - x9) + 16.18603 - 1.4348454e-6/(0.9730622 - x9**2)**4) + 2.402406,PySRFunction(X=>x18*(x0*(-0.2447311) + 0.0027951822*x10/(1.3073072 - x9) + 16.18603 - 1.4348454e-6/(0.9730622 - x9**2)**4) + 2.402406)
28,204.44496,(((((x0 * -0.2447311) + ((0.0027951822 / (1.3073072 - x9)) * x10)) + ((-1.4348454e-6 / square(square(0.9730622 - square(x9)))) + 16.18603)) * x18) + 2.402406) + x16,0.00011820855359717325,x16 + x18*(x0*(-0.2447311) + 0.0027951822*x10/(1.3073072 - x9) + 16.18603 - 1.4348454e-6/(0.9730622 - x9**2)**4) + 2.402406,PySRFunction(X=>x16 + x18*(x0*(-0.2447311) + 0.0027951822*x10/(1.3073072 - x9) + 16.18603 - 1.4348454e-6/(0.9730622 - x9**2)**4) + 2.402406)
